Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Change %,HPR,HL %,Mkt Cap ($B)
2017-11-24,242.5,242.65,242.35,242.54,27856500,0.0,0,0.02,0.23,0.12,218.91
2017-11-27,242.58,242.9,242.2,242.42,52274900,0.0,0,-0.07,-0.05,0.29,218.8
2017-11-28,242.91,244.9,242.81,244.88,98971700,0.0,0,0.81,1.01,0.86,221.02
2017-11-29,245.01,245.58,244.25,244.73,77512100,0.0,0,-0.12,-0.06,0.55,220.89
2017-11-30,245.7,247.84,245.62,246.87,127894400,0.0,0,0.47,0.88,0.9,222.82
2017-12-01,246.64,247.15,242.91,246.36,164390900,0.0,0,-0.11,-0.21,1.74,222.36
2017-12-04,248.08,248.54,246.0,246.06,94040600,0.0,0,-0.81,-0.12,1.03,222.09
2017-12-05,245.17,247.0,245.03,245.17,77994500,0.0,0,-0.0,-0.36,0.8,221.29
2017-12-06,245.28,245.68,244.73,245.22,75898600,0.0,0,-0.02,0.02,0.39,221.34
2017-12-07,245.99,246.33,244.94,245.99,77218600,0.0,0,-0.0,0.32,0.57,222.03
2017-12-08,247.01,247.34,245.96,247.33,76563900,0.0,0,0.13,0.55,0.56,223.24
2017-12-11,248.08,248.14,247.31,248.08,83077500,0.0,0,0.0,0.3,0.34,223.92
2017-12-12,248.92,249.02,248.12,248.52,85195800,0.0,0,-0.16,0.18,0.36,224.31
2017-12-13,248.78,249.24,248.4,248.49,102905400,0.0,0,-0.12,-0.01,0.34,224.29
2017-12-14,248.81,248.93,247.42,247.47,100666700,0.0,0,-0.54,-0.41,0.61,223.37
2017-12-15,248.54,250.03,248.49,249.53,144610300,1.35,0,0.4,1.38,0.62,225.23
2017-12-18,251.02,251.49,250.91,251.12,83653600,0.0,0,0.04,0.63,0.23,226.66
2017-12-19,251.38,251.43,250.08,250.15,82382900,0.0,0,-0.49,-0.38,0.54,225.79
2017-12-20,251.18,251.24,249.7,250.02,76751500,0.0,0,-0.46,-0.05,0.61,225.67
2017-12-21,250.69,251.3,250.27,250.54,67032300,0.0,0,-0.06,0.21,0.41,226.13
2017-12-22,250.56,250.59,249.9,250.47,78720900,0.0,0,-0.03,-0.03,0.28,226.08
2017-12-26,250.04,250.41,249.89,250.17,45244400,0.0,0,0.05,-0.12,0.21,225.8
2017-12-27,250.35,250.68,250.0,250.29,57751000,0.0,0,-0.02,0.05,0.27,225.91
2017-12-28,250.83,250.86,250.42,250.81,45116100,0.0,0,-0.01,0.21,0.18,226.38
2017-12-29,251.43,251.45,249.66,249.86,96007400,0.0,0,-0.62,-0.38,0.72,225.53
2018-01-02,250.78,251.69,250.37,251.65,86655700,0.0,0,0.35,0.72,0.53,227.14
2018-01-03,251.83,253.4,251.83,253.24,90070400,0.0,0,0.56,0.63,0.62,228.58
2018-01-04,253.93,254.83,253.31,254.31,80636400,0.0,0,0.15,0.42,0.6,229.54
2018-01-05,255.15,256.14,254.63,256.0,83524000,0.0,0,0.33,0.67,0.59,231.07
2018-01-08,255.9,256.64,255.59,256.47,57319200,0.0,0,0.22,0.18,0.41,231.49
2018-01-09,256.92,257.72,256.62,257.05,57254000,0.0,0,0.05,0.23,0.43,232.02
2018-01-10,256.25,256.94,255.54,256.66,69574300,0.0,0,0.16,-0.15,0.55,231.66
2018-01-11,257.25,258.53,257.07,258.53,62361500,0.0,0,0.5,0.73,0.57,233.35
2018-01-12,258.81,260.4,258.5,260.22,90816100,0.0,0,0.54,0.65,0.74,234.87
2018-01-16,261.56,262.25,258.59,259.33,106555100,0.0,0,-0.85,-0.34,1.42,234.07
2018-01-17,260.32,262.21,259.33,261.8,113258800,0.0,0,0.57,0.95,1.11,236.3
2018-01-18,261.68,262.13,260.84,261.36,100728000,0.0,0,-0.12,-0.17,0.5,235.9
2018-01-19,261.98,262.55,261.36,262.55,140920100,0.0,0,0.22,0.45,0.45,236.98
2018-01-22,262.32,264.68,262.27,264.68,91322400,0.0,0,0.9,0.81,0.92,238.9
2018-01-23,264.73,265.56,264.38,265.25,97084700,0.0,0,0.19,0.21,0.44,239.41
2018-01-24,265.93,266.57,263.89,265.14,134816100,0.0,0,-0.3,-0.04,1.01,239.32
2018-01-25,266.06,266.16,264.41,265.26,84587300,0.0,0,-0.3,0.04,0.66,239.42
2018-01-26,266.15,268.37,265.87,268.33,107743100,0.0,0,0.82,1.16,0.94,242.19
2018-01-29,267.72,268.19,266.38,266.55,90118300,0.0,0,-0.44,-0.66,0.68,240.59
2018-01-30,264.6,266.6,263.31,263.81,131796400,0.0,0,-0.3,-1.03,1.25,238.12
2018-01-31,264.72,265.26,262.8,263.94,108364800,0.0,0,-0.29,0.05,0.93,238.24
2018-02-01,263.17,265.03,262.8,263.65,90102500,0.0,0,0.18,-0.11,0.85,237.97
2018-02-02,262.24,262.38,257.87,257.91,173174800,0.0,0,-1.65,-2.18,1.75,232.79
2018-02-05,256.03,258.28,246.54,247.12,294681800,0.0,0,-3.48,-4.18,4.76,223.05
2018-02-06,243.38,252.52,242.22,251.99,355026800,0.0,0,3.54,1.97,4.25,227.44
2018-02-07,251.4,255.01,250.54,250.62,167376100,0.0,0,-0.31,-0.54,1.79,226.21
2018-02-08,250.94,251.09,241.18,241.22,246449500,0.0,0,-3.87,-3.75,4.11,217.73
2018-02-09,244.19,246.82,236.81,244.84,283565300,0.0,0,0.27,1.5,4.23,221.0
2018-02-12,247.03,250.0,244.99,248.44,143736000,0.0,0,0.57,1.47,2.04,224.24
2018-02-13,247.16,249.64,246.54,249.06,81223600,0.0,0,0.77,0.25,1.26,224.8
2018-02-14,247.48,252.8,247.47,252.42,120735700,0.0,0,2.0,1.35,2.16,227.83
2018-02-15,254.27,255.65,251.65,255.64,111200300,0.0,0,0.54,1.28,1.59,230.74
2018-02-16,254.97,257.78,254.93,255.71,160420100,0.0,0,0.29,0.03,1.12,230.81
2018-02-20,254.7,256.24,253.27,254.11,86369700,0.0,0,-0.23,-0.63,1.17,229.36
2018-02-21,254.58,257.22,252.75,252.85,98883700,0.0,0,-0.68,-0.5,1.77,228.22
2018-02-22,253.83,255.66,252.47,253.18,110511300,0.0,0,-0.26,0.13,1.26,228.52
2018-02-23,254.48,257.21,253.97,257.21,92766400,0.0,0,1.07,1.59,1.28,232.16
2018-02-26,258.36,260.3,257.73,260.2,86491400,0.0,0,0.71,1.16,1.0,234.86
2018-02-27,260.4,261.15,256.88,256.95,99099200,0.0,0,-1.32,-1.25,1.66,231.92
2018-02-28,258.12,258.6,254.01,254.35,121907800,0.0,0,-1.46,-1.01,1.81,229.57
2018-03-01,254.12,255.77,249.06,250.65,176855100,0.0,0,-1.37,-1.45,2.7,226.24
2018-03-02,248.87,252.54,247.95,251.94,139083200,0.0,0,1.23,0.52,1.85,227.4
2018-03-05,250.68,255.51,250.56,254.85,97307400,0.0,0,1.67,1.16,1.97,230.03
2018-03-06,255.89,255.98,253.91,255.5,79213200,0.0,0,-0.15,0.25,0.81,230.61
2018-03-07,253.2,255.78,252.99,255.41,87063500,0.0,0,0.87,-0.04,1.1,230.53
2018-03-08,256.13,256.77,255.07,256.64,66901200,0.0,0,0.2,0.48,0.67,231.64
2018-03-09,258.14,261.11,257.8,261.11,113625300,0.0,0,1.15,1.74,1.28,235.68
2018-03-12,261.42,262.08,260.37,260.78,71924800,0.0,0,-0.24,-0.13,0.66,235.38
2018-03-13,262.02,262.55,258.45,259.09,91968900,0.0,0,-1.11,-0.65,1.59,233.86
2018-03-14,260.12,260.31,257.18,257.77,105895100,0.0,0,-0.9,-0.51,1.22,232.66
2018-03-15,258.31,258.99,256.95,257.48,83433000,0.0,0,-0.32,-0.11,0.79,232.41
2018-03-16,258.05,258.88,257.71,257.76,100343700,1.1,0,-0.11,0.53,0.46,232.66
2018-03-19,256.96,257.95,252.52,254.28,109208400,0.0,0,-1.05,-1.35,2.15,229.51
2018-03-20,254.7,255.39,253.98,254.71,59757300,0.0,0,0.0,0.17,0.55,229.9
2018-03-21,254.66,256.89,253.99,254.22,78709600,0.0,0,-0.17,-0.19,1.14,229.46
2018-03-22,251.85,252.75,247.57,247.86,148785900,0.0,0,-1.58,-2.5,2.09,223.72
2018-03-23,248.33,248.68,242.37,242.58,183534800,0.0,0,-2.32,-2.13,2.6,218.95
2018-03-26,246.42,249.52,243.86,249.22,141956100,0.0,0,1.14,2.74,2.32,224.94
2018-03-27,250.21,250.78,243.32,244.98,129941400,0.0,0,-2.09,-1.7,3.06,221.12
2018-03-28,245.12,246.9,243.08,244.25,146452300,0.0,0,-0.35,-0.3,1.57,220.46
2018-03-29,245.47,249.36,244.26,247.38,111601600,0.0,0,0.78,1.28,2.09,223.28
2018-04-02,246.81,247.36,239.4,242.04,186286300,0.0,0,-1.93,-2.16,3.32,218.46
2018-04-03,243.35,245.65,241.44,245.14,119956900,0.0,0,0.73,1.28,1.74,221.26
2018-04-04,241.36,248.51,241.22,247.76,123715300,0.0,0,2.65,1.07,3.02,223.63
2018-04-05,249.63,250.66,248.48,249.72,82652600,0.0,0,0.03,0.79,0.88,225.39
2018-04-06,247.63,249.22,242.53,244.15,179521200,0.0,0,-1.4,-2.23,2.76,220.37
2018-04-09,245.7,248.96,244.36,245.35,105442900,0.0,0,-0.14,0.49,1.89,221.46
2018-04-10,248.43,250.09,247.22,249.26,103529000,0.0,0,0.33,1.59,1.16,224.98
2018-04-11,247.68,249.72,247.6,247.95,91140200,0.0,0,0.11,-0.52,0.85,223.8
2018-04-12,249.36,251.0,249.17,249.99,68890500,0.0,0,0.25,0.82,0.73,225.64
2018-04-13,251.38,251.5,248.18,249.26,85079200,0.0,0,-0.85,-0.29,1.34,224.98
2018-04-16,251.0,252.12,250.12,251.31,63405300,0.0,0,0.12,0.82,0.8,226.83
2018-04-17,253.19,254.63,252.64,253.99,64682000,0.0,0,0.32,1.07,0.79,229.25
2018-04-18,254.46,255.04,253.69,254.18,57303900,0.0,0,-0.11,0.07,0.53,229.42
2018-04-19,253.49,253.7,251.67,252.77,77655900,0.0,0,-0.28,-0.55,0.81,228.15
2018-04-20,252.7,252.93,249.69,250.63,99953100,0.0,0,-0.82,-0.85,1.3,226.22
2018-04-23,251.24,251.83,249.44,250.59,65558000,0.0,0,-0.26,-0.02,0.96,226.18
2018-04-24,251.68,251.92,245.62,247.22,112885500,0.0,0,-1.77,-1.35,2.56,223.14
2018-04-25,247.15,248.3,245.21,247.83,103840900,0.0,0,0.27,0.25,1.26,223.69
2018-04-26,248.92,251.23,248.45,250.35,67731900,0.0,0,0.57,1.02,1.12,225.96
2018-04-27,251.0,251.31,249.58,250.58,57053600,0.0,0,-0.16,0.09,0.69,226.17
2018-04-30,251.24,251.83,248.58,248.65,82182300,0.0,0,-1.03,-0.77,1.31,224.44
2018-05-01,248.05,249.21,246.4,249.1,74203400,0.0,0,0.42,0.18,1.14,224.83
2018-05-02,248.89,249.75,247.01,247.42,86368900,0.0,0,-0.59,-0.67,1.11,223.32
2018-05-03,246.54,247.57,243.52,246.88,136311500,0.0,0,0.14,-0.22,1.66,222.83
2018-05-04,245.84,250.8,245.5,250.07,91222100,0.0,0,1.72,1.29,2.16,225.72
2018-05-07,250.89,251.95,250.16,250.92,55304900,0.0,0,0.01,0.34,0.72,226.48
2018-05-08,250.52,251.31,249.26,250.92,67499200,0.0,0,0.16,0.0,0.82,226.48
2018-05-09,251.63,253.69,251.08,253.35,59666100,0.0,0,0.68,0.97,1.04,228.67
2018-05-10,254.13,256.06,254.02,255.71,72063900,0.0,0,0.62,0.94,0.8,230.81
2018-05-11,255.85,256.78,255.3,256.49,59871500,0.0,0,0.25,0.31,0.58,231.51
2018-05-14,256.95,257.65,256.03,256.62,54790600,0.0,0,-0.13,0.05,0.63,231.62
2018-05-15,255.31,255.33,253.84,254.85,87036100,0.0,0,-0.18,-0.69,0.59,230.03
2018-05-16,254.89,256.41,254.86,255.92,53942600,0.0,0,0.41,0.42,0.61,230.99
2018-05-17,255.64,256.85,254.88,255.7,56536400,0.0,0,0.03,-0.08,0.77,230.8
2018-05-18,255.34,255.72,254.69,255.07,64368000,0.0,0,-0.11,-0.25,0.41,230.22
2018-05-21,256.64,257.56,256.23,256.98,58025900,0.0,0,0.13,0.75,0.52,231.95
2018-05-22,257.54,257.81,255.92,256.27,52966400,0.0,0,-0.49,-0.28,0.74,231.31
2018-05-23,254.92,257.0,254.75,256.97,64694200,0.0,0,0.81,0.28,0.89,231.94
2018-05-24,256.55,256.84,254.55,256.45,76043800,0.0,0,-0.04,-0.2,0.9,231.47
2018-05-25,255.84,256.5,255.3,255.84,56374800,0.0,0,0.0,-0.24,0.47,230.92
2018-05-29,254.11,254.92,251.71,252.89,115908600,0.0,0,-0.48,-1.15,1.27,228.26
2018-05-30,254.29,256.74,254.21,256.27,69678400,0.0,0,0.78,1.33,0.99,231.31
2018-05-31,255.84,256.16,254.06,254.7,93519900,0.0,0,-0.44,-0.61,0.83,229.89
2018-06-01,256.08,257.52,256.01,257.2,71258400,0.0,0,0.44,0.98,0.59,232.15
2018-06-04,258.07,258.69,257.82,258.42,45385200,0.0,0,0.13,0.48,0.34,233.25
2018-06-05,258.56,259.01,257.74,258.61,51135000,0.0,0,0.02,0.07,0.49,233.42
2018-06-06,259.26,260.88,258.6,260.77,62732200,0.0,0,0.58,0.84,0.88,235.37
2018-06-07,261.29,261.6,259.78,260.74,72969400,0.0,0,-0.21,-0.01,0.7,235.35
2018-06-08,260.25,261.57,260.08,261.51,72139700,0.0,0,0.48,0.3,0.57,236.04
2018-06-11,261.75,262.62,261.63,261.86,58892500,0.0,0,0.04,0.13,0.38,236.36
2018-06-12,262.3,262.59,261.51,262.2,72329000,0.0,0,-0.04,0.13,0.41,236.66
2018-06-13,262.45,262.73,261.15,261.36,79070600,0.0,0,-0.42,-0.32,0.6,235.91
2018-06-14,262.29,262.59,261.39,262.02,77097600,0.0,0,-0.1,0.25,0.46,236.5
2018-06-15,261.19,262.05,260.01,261.69,120041600,1.25,0,0.19,0.35,0.78,236.2
2018-06-18,260.14,261.28,259.63,261.15,52917600,0.0,0,0.39,-0.21,0.64,235.71
2018-06-19,258.73,260.38,258.29,260.15,97531500,0.0,0,0.55,-0.38,0.81,234.81
2018-06-20,260.88,261.3,260.23,260.59,53785500,0.0,0,-0.11,0.17,0.41,235.21
2018-06-21,260.58,260.6,258.43,258.96,71061400,0.0,0,-0.62,-0.63,0.84,233.74
2018-06-22,260.3,260.42,259.19,259.43,54898500,0.0,0,-0.33,0.18,0.47,234.16
2018-06-25,258.2,258.37,254.11,255.9,137854200,0.0,0,-0.89,-1.36,1.68,230.97
2018-06-26,256.5,257.37,255.7,256.47,68547400,0.0,0,-0.01,0.22,0.65,231.49
2018-06-27,257.09,258.61,254.18,254.34,105110700,0.0,0,-1.07,-0.83,1.74,229.57
2018-06-28,254.28,256.61,253.53,255.8,76650500,0.0,0,0.59,0.57,1.21,230.88
2018-06-29,256.96,258.41,256.04,256.16,97592500,0.0,0,-0.31,0.14,0.93,231.21
2018-07-02,254.49,256.88,254.24,256.71,63554800,0.0,0,0.87,0.21,1.04,231.71
2018-07-03,257.66,257.77,255.35,255.8,42187100,0.0,0,-0.72,-0.35,0.95,230.89
2018-07-05,257.0,257.96,255.86,257.89,56925900,0.0,0,0.35,0.82,0.82,232.77
2018-07-06,257.92,260.47,257.51,260.07,66493700,0.0,0,0.83,0.85,1.15,234.74
2018-07-09,261.14,262.47,261.09,262.41,50550400,0.0,0,0.49,0.9,0.53,236.86
2018-07-10,262.9,263.46,262.58,263.36,51966800,0.0,0,0.18,0.36,0.33,237.71
2018-07-11,261.71,262.55,261.11,261.43,77054700,0.0,0,-0.1,-0.73,0.55,235.97
2018-07-12,262.77,263.86,262.13,263.8,60124700,0.0,0,0.39,0.91,0.66,238.11
2018-07-13,263.61,264.33,263.13,264.01,48216000,0.0,0,0.15,0.08,0.46,238.3
2018-07-16,264.06,264.21,263.3,263.77,48201000,0.0,0,-0.11,-0.09,0.34,238.08
2018-07-17,262.95,265.26,262.9,264.84,52315500,0.0,0,0.72,0.4,0.9,239.05
2018-07-18,264.93,265.51,264.45,265.4,44593500,0.0,0,0.18,0.21,0.4,239.55
2018-07-19,264.69,265.1,263.89,264.4,61412100,0.0,0,-0.11,-0.38,0.46,238.65
2018-07-20,264.18,264.85,263.93,264.1,82337700,0.0,0,-0.03,-0.11,0.35,238.37
2018-07-23,263.88,264.8,263.51,264.59,47047600,0.0,0,0.27,0.19,0.49,238.82
2018-07-24,266.09,266.82,264.99,265.92,68026900,0.0,0,-0.06,0.5,0.69,240.02
2018-07-25,265.65,268.52,265.61,268.18,78882900,0.0,0,0.95,0.85,1.1,242.06
2018-07-26,267.42,268.28,267.32,267.55,57919500,0.0,0,0.05,-0.24,0.36,241.49
2018-07-27,267.9,268.0,264.76,265.74,76768700,0.0,0,-0.81,-0.68,1.23,239.86
2018-07-30,265.82,265.99,263.79,264.35,63742500,0.0,0,-0.55,-0.52,0.83,238.6
2018-07-31,265.16,266.31,264.76,265.65,68570500,0.0,0,0.19,0.49,0.58,239.78
2018-08-01,265.87,266.41,264.52,265.21,53853300,0.0,0,-0.25,-0.17,0.71,239.38
2018-08-02,263.82,266.83,263.6,266.65,63426400,0.0,0,1.07,0.54,1.23,240.68
2018-08-03,266.79,267.85,266.6,267.8,53935400,0.0,0,0.38,0.43,0.47,241.71
2018-08-06,267.83,269.11,267.42,268.78,39400900,0.0,0,0.35,0.37,0.63,242.6
2018-08-07,269.49,270.07,269.35,269.67,43196600,0.0,0,0.07,0.33,0.27,243.4
2018-08-08,269.49,269.98,269.06,269.55,42114600,0.0,0,0.02,-0.04,0.34,243.3
2018-08-09,269.62,270.04,269.04,269.19,35717000,0.0,0,-0.16,-0.14,0.37,242.97
2018-08-10,267.66,268.23,266.63,267.38,77076000,0.0,0,-0.1,-0.67,0.6,241.34
2018-08-13,267.67,268.33,266.07,266.38,65732900,0.0,0,-0.48,-0.37,0.85,240.44
2018-08-14,267.15,268.34,266.74,268.08,43842000,0.0,0,0.35,0.64,0.6,241.97
2018-08-15,266.65,266.8,264.55,266.08,102925400,0.0,0,-0.21,-0.75,0.85,240.16
2018-08-16,267.61,269.16,267.57,268.23,69967900,0.0,0,0.23,0.81,0.59,242.11
2018-08-17,268.01,269.65,267.58,269.18,65618500,0.0,0,0.43,0.35,0.77,242.96
2018-08-20,269.66,270.04,269.18,269.75,39807500,0.0,0,0.04,0.21,0.32,243.48
2018-08-21,270.3,271.3,269.79,270.38,67272000,0.0,0,0.03,0.23,0.56,244.05
2018-08-22,269.95,270.78,269.67,270.22,44993300,0.0,0,0.1,-0.06,0.41,243.9
2018-08-23,270.03,270.95,269.53,269.87,49204900,0.0,0,-0.06,-0.13,0.53,243.58
2018-08-24,270.48,271.64,270.42,271.49,57487400,0.0,0,0.37,0.6,0.45,245.05
2018-08-27,272.76,273.75,272.59,273.63,57072400,0.0,0,0.32,0.79,0.42,246.98
2018-08-28,274.12,274.24,273.27,273.76,46943500,0.0,0,-0.13,0.05,0.35,247.1
2018-08-29,273.99,275.48,273.74,275.24,61485500,0.0,0,0.45,0.54,0.64,248.43
2018-08-30,274.73,275.12,273.49,274.12,61229500,0.0,0,-0.22,-0.4,0.6,247.42
2018-08-31,273.69,274.61,273.17,274.13,66140800,0.0,0,0.16,0.0,0.53,247.43
2018-09-04,273.69,274.04,272.59,273.66,57594400,0.0,0,-0.01,-0.17,0.53,247.01
2018-09-05,273.28,273.5,271.85,272.92,72452400,0.0,0,-0.13,-0.27,0.61,246.34
2018-09-06,273.04,273.36,271.01,272.1,65909900,0.0,0,-0.34,-0.3,0.87,245.6
2018-09-07,270.99,272.61,270.73,271.57,73524800,0.0,0,0.22,-0.19,0.69,245.12
2018-09-10,272.65,272.93,271.84,272.05,50210900,0.0,0,-0.22,0.17,0.4,245.55
2018-09-11,271.36,273.42,270.99,272.94,50530500,0.0,0,0.58,0.33,0.9,246.36
2018-09-12,272.95,273.65,272.17,273.01,59810800,0.0,0,0.02,0.02,0.54,246.42
2018-09-13,274.14,274.82,273.84,274.62,51034200,0.0,0,0.18,0.59,0.36,247.88
2018-09-14,274.84,275.04,273.84,274.67,55079900,0.0,0,-0.06,0.02,0.44,247.92
2018-09-17,274.61,274.65,272.92,273.22,68244000,0.0,0,-0.51,-0.53,0.63,246.61
2018-09-18,273.44,275.33,273.42,274.7,61930400,0.0,0,0.46,0.54,0.7,247.94
2018-09-19,274.76,275.44,274.62,274.99,49080600,0.0,0,0.09,0.11,0.3,248.21
2018-09-20,276.33,277.56,275.01,277.22,100360600,0.0,0,0.32,0.81,0.93,250.22
2018-09-21,278.01,278.13,276.8,276.97,105479700,1.32,0,-0.38,0.39,0.48,249.99
2018-09-24,276.35,276.5,275.43,276.05,53409600,0.0,0,-0.11,-0.33,0.39,249.16
2018-09-25,276.53,276.65,275.54,275.79,44370000,0.0,0,-0.27,-0.09,0.4,248.93
2018-09-26,275.94,277.2,274.52,274.97,79739700,0.0,0,-0.35,-0.3,0.98,248.18
2018-09-27,275.47,276.89,275.17,275.73,59249500,0.0,0,0.1,0.28,0.62,248.88
2018-09-28,275.07,276.29,275.03,275.76,70091400,0.0,0,0.25,0.01,0.46,248.9
2018-10-01,277.08,277.86,276.01,276.72,62078900,0.0,0,-0.13,0.35,0.67,249.77
2018-10-02,276.56,277.32,276.16,276.56,47258200,0.0,0,0.0,-0.06,0.42,249.62
2018-10-03,277.68,278.12,276.33,276.71,64694600,0.0,0,-0.35,0.05,0.65,249.76
2018-10-04,276.2,276.26,272.86,274.55,111545900,0.0,0,-0.6,-0.78,1.24,247.81
2018-10-05,274.79,275.34,271.49,273.01,105951700,0.0,0,-0.65,-0.56,1.41,246.42
2018-10-08,272.28,273.39,270.81,273.01,87742200,0.0,0,0.27,0.0,0.95,246.42
2018-10-09,272.6,274.0,272.02,272.61,74339000,0.0,0,0.0,-0.15,0.73,246.06
2018-10-10,272.07,272.15,263.58,263.98,214731000,0.0,0,-2.97,-3.17,3.25,238.27
2018-10-11,262.82,264.55,256.45,258.17,274840500,0.0,0,-1.77,-2.2,3.16,233.02
2018-10-12,262.53,262.83,258.36,261.75,183186500,0.0,0,-0.3,1.39,1.73,236.26
2018-10-15,261.37,262.79,260.19,260.28,102263700,0.0,0,-0.42,-0.56,1.0,234.93
2018-10-16,262.37,266.37,261.87,265.97,118255800,0.0,0,1.37,2.19,1.72,240.07
2018-10-17,266.01,266.69,263.28,266.02,110626000,0.0,0,0.0,0.02,1.29,240.11
2018-10-18,265.03,265.66,260.82,262.18,134557500,0.0,0,-1.07,-1.44,1.85,236.64
2018-10-19,262.87,264.93,261.3,262.04,139901600,0.0,0,-0.32,-0.05,1.39,236.52
2018-10-22,262.75,263.09,260.29,260.86,82415800,0.0,0,-0.72,-0.45,1.08,235.45
2018-10-23,257.01,260.73,254.79,259.53,146352700,0.0,0,0.98,-0.51,2.33,234.25
2018-10-24,259.27,259.68,251.08,251.67,177806700,0.0,0,-2.93,-3.03,3.42,227.16
2018-10-25,253.62,257.83,252.53,256.18,138061500,0.0,0,1.01,1.79,2.1,231.23
2018-10-26,252.24,257.06,248.8,251.68,201574600,0.0,0,-0.22,-1.76,3.32,227.17
2018-10-29,254.97,256.35,246.48,250.28,160749100,0.0,0,-1.84,-0.55,4.0,225.91
2018-10-30,250.1,254.33,249.58,253.99,157116000,0.0,0,1.55,1.48,1.9,229.25
2018-10-31,256.73,259.17,256.22,256.71,128296300,0.0,0,-0.01,1.07,1.15,231.7
2018-11-01,257.63,259.65,256.47,259.44,99495000,0.0,0,0.7,1.06,1.24,234.17
2018-11-02,260.61,261.07,255.72,257.9,122634100,0.0,0,-1.04,-0.59,2.09,232.78
2018-11-05,258.42,259.91,257.39,259.32,65622500,0.0,0,0.35,0.55,0.98,234.07
2018-11-06,259.26,261.14,259.19,260.97,60085900,0.0,0,0.66,0.63,0.75,235.55
2018-11-07,263.28,266.64,262.82,266.55,102752100,0.0,0,1.24,2.14,1.45,240.59
2018-11-08,265.7,266.75,264.85,266.07,65584900,0.0,0,0.14,-0.18,0.72,240.15
2018-11-09,264.67,264.87,261.97,263.47,98812600,0.0,0,-0.46,-0.98,1.11,237.81
2018-11-12,262.93,263.19,258.0,258.55,99673600,0.0,0,-1.67,-1.87,2.01,233.36
2018-11-13,259.04,261.16,257.29,258.06,98176600,0.0,0,-0.38,-0.19,1.5,232.93
2018-11-14,260.05,260.48,254.64,256.3,125335900,0.0,0,-1.44,-0.68,2.29,231.34
2018-11-15,254.95,259.47,253.27,258.97,135101400,0.0,0,1.58,1.04,2.45,233.75
2018-11-16,257.81,260.61,257.26,259.65,126668000,0.0,0,0.71,0.26,1.31,234.36
2018-11-19,259.0,259.32,254.28,255.26,103061700,0.0,0,-1.45,-1.69,1.98,230.39
2018-11-20,251.71,253.26,249.61,250.53,136021300,0.0,0,-0.47,-1.85,1.46,226.13
2018-11-21,252.18,253.41,251.38,251.39,75563700,0.0,0,-0.32,0.34,0.81,226.9
